component,category,subcategory,baseline_date,Spring_flag,Winter_flag,projected_fiscal_year,projected_year_number,value,actual_value,GDP,legislative_outlay_change,adjusted_projection,projection_error,projection_error_pct_actual,leg_change_pct_GDP,projection_error_pct_GDP
outlay,Mandatory,Other Mandatory,1995-04-01,True,False,1997,3,202.854,164.806,8451.025,-12.125,190.729,25.923,15.729,-0.143,0.307
outlay,Mandatory,Other Mandatory,1996-05-01,True,False,1998,3,221.098,191.759,8930.800,-2.801,218.297,26.538,13.839,-0.031,0.297
outlay,Mandatory,Other Mandatory,1997-03-01,True,False,1999,3,220.595,217.247,9479.625,6.497,227.092,9.845,4.532,0.069,0.104
outlay,Mandatory,Other Mandatory,1998-03-01,True,False,2000,3,232.674,233.291,10117.075,11.830,244.504,11.213,4.806,0.117,0.111
outlay,Mandatory,Other Mandatory,1999-04-01,True,False,2001,3,227.843,234.835,10525.725,10.483,238.326,3.491,1.487,0.100,0.033
outlay,Mandatory,Other Mandatory,2000-04-01,True,False,2002,3,233.381,278.711,10828.875,23.993,257.374,-21.337,-7.656,0.222,-0.197
outlay,Mandatory,Other Mandatory,2001-05-01,True,False,2003,3,249.472,305.632,11278.750,45.368,294.840,-10.792,-3.531,0.402,-0.096
outlay,Mandatory,Other Mandatory,2002-03-01,True,False,2004,3,276.279,304.873,12028.425,25.369,301.648,-3.225,-1.058,0.211,-0.027
outlay,Mandatory,Other Mandatory,2003-03-01,True,False,2005,3,309.417,324.664,12839.950,15.963,325.380,0.716,0.221,0.124,0.006
outlay,Mandatory,Other Mandatory,2004-03-01,True,False,2006,3,313.562,362.408,13636.750,24.126,337.688,-24.720,-6.821,0.177,-0.181
outlay,Mandatory,Other Mandatory,2005-03-01,True,False,2007,3,321.687,307.146,14305.375,2.277,323.964,16.818,5.476,0.016,0.118
outlay,Mandatory,Other Mandatory,2006-03-01,True,False,2008,3,338.844,395.550,14796.575,38.111,376.955,-18.595,-4.701,0.258,-0.126
outlay,Mandatory,Other Mandatory,2007-03-01,True,False,2009,3,349.865,648.230,14467.300,290.212,640.077,-8.153,-1.258,2.006,-0.056
outlay,Mandatory,Other Mandatory,2008-03-01,True,False,2010,3,378.357,453.261,14884.400,143.931,522.288,69.027,15.229,0.967,0.464
outlay,Mandatory,Other Mandatory,2009-03-01,True,False,2011,3,497.159,540.978,15466.525,85.290,582.449,41.471,7.666,0.551,0.268
outlay,Mandatory,Other Mandatory,2010-03-01,True,False,2012,3,454.208,546.079,16109.425,113.916,568.124,22.045,4.037,0.707,0.137
outlay,Mandatory,Other Mandatory,2011-03-01,True,False,2013,3,508.692,563.265,16687.775,52.477,561.169,-2.096,-0.372,0.314,-0.013
outlay,Mandatory,Other Mandatory,2012-03-01,True,False,2014,3,498.993,521.203,17428.100,53.537,552.530,31.327,6.011,0.307,0.180
outlay,Mandatory,Other Mandatory,2013-05-01,True,False,2015,3,576.944,547.735,18164.250,9.068,586.012,38.277,6.988,0.050,0.211
outlay,Mandatory,Other Mandatory,2014-04-01,True,False,2016,3,633.614,574.723,18641.325,5.040,638.654,63.931,11.124,0.027,0.343
outlay,Mandatory,Other Mandatory,2015-03-01,True,False,2017,3,620.672,642.059,19375.175,7.848,628.520,-13.539,-2.109,0.041,-0.070
outlay,Mandatory,Other Mandatory,2016-03-01,True,False,2018,3,610.606,578.962,20436.325,5.936,616.542,37.580,6.491,0.029,0.184
outlay,Mandatory,Other Mandatory,2017-06-01,True,False,2019,3,628.037,661.190,21286.150,29.666,657.703,-3.487,-0.527,0.139,-0.016
outlay,Mandatory,Other Mandatory,2018-05-01,True,False,2020,3,647.451,2267.224,21320.225,1452.449,2099.900,-167.324,-7.380,6.813,-0.785
outlay,Mandatory,Other Mandatory,2019-05-01,True,False,2021,3,649.230,2500.403,23004.125,1821.757,2470.987,-29.416,-1.176,7.919,-0.128
outlay,Mandatory,Other Mandatory,2020-03-01,True,False,2022,3,672.432,1208.366,25517.575,447.678,1120.110,-88.256,-7.304,1.754,-0.346
outlay,Mandatory,Other Mandatory,2021-07-01,True,False,2023,3,822.622,1294.675,27330.050,3.021,825.643,-469.032,-36.228,0.011,-1.716
outlay,Mandatory,Other Mandatory,2022-05-01,True,False,2024,3,842.740,1128.701,28828.175,77.199,919.939,-208.762,-18.496,0.268,-0.724
outlay,Mandatory,Other Mandatory,1992-03-01,True,False,1995,4,161.893,159.620,7560.425,-1.702,160.191,0.571,0.358,-0.023,0.008
outlay,Mandatory,Other Mandatory,1993-03-01,True,False,1996,4,181.742,176.385,7951.325,-1.880,179.862,3.477,1.971,-0.024,0.044
outlay,Mandatory,Other Mandatory,1994-04-01,True,False,1997,4,196.490,164.806,8451.025,-12.529,183.961,19.155,11.623,-0.148,0.227
outlay,Mandatory,Other Mandatory,1995-04-01,True,False,1998,4,212.350,191.759,8930.800,-3.776,208.574,16.815,8.769,-0.042,0.188
outlay,Mandatory,Other Mandatory,1996-05-01,True,False,1999,4,232.048,217.247,9479.625,-2.197,229.851,12.604,5.802,-0.023,0.133
outlay,Mandatory,Other Mandatory,1997-03-01,True,False,2000,4,240.509,233.291,10117.075,12.277,252.786,19.495,8.357,0.121,0.193
outlay,Mandatory,Other Mandatory,1998-03-01,True,False,2001,4,242.632,234.835,10525.725,9.639,252.271,17.436,7.425,0.092,0.166
outlay,Mandatory,Other Mandatory,1999-04-01,True,False,2002,4,233.791,278.711,10828.875,24.254,258.045,-20.666,-7.415,0.224,-0.191
outlay,Mandatory,Other Mandatory,2000-04-01,True,False,2003,4,243.986,305.632,11278.750,50.357,294.343,-11.289,-3.694,0.446,-0.100
outlay,Mandatory,Other Mandatory,2001-05-01,True,False,2004,4,265.912,304.873,12028.425,36.582,302.494,-2.379,-0.780,0.304,-0.020
outlay,Mandatory,Other Mandatory,2002-03-01,True,False,2005,4,279.702,324.664,12839.950,30.449,310.151,-14.513,-4.470,0.237,-0.113
outlay,Mandatory,Other Mandatory,2003-03-01,True,False,2006,4,313.890,362.408,13636.750,29.257,343.147,-19.261,-5.315,0.215,-0.141
outlay,Mandatory,Other Mandatory,2004-03-01,True,False,2007,4,313.643,307.146,14305.375,3.029,316.672,9.526,3.101,0.021,0.067
outlay,Mandatory,Other Mandatory,2005-03-01,True,False,2008,4,335.533,395.550,14796.575,37.929,373.462,-22.088,-5.584,0.256,-0.149
outlay,Mandatory,Other Mandatory,2006-03-01,True,False,2009,4,346.003,648.230,14467.300,290.592,636.595,-11.635,-1.795,2.009,-0.080
outlay,Mandatory,Other Mandatory,2007-03-01,True,False,2010,4,360.122,453.261,14884.400,145.655,505.777,52.516,11.586,0.979,0.353
outlay,Mandatory,Other Mandatory,2008-03-01,True,False,2011,4,389.494,540.978,15466.525,142.521,532.015,-8.963,-1.657,0.921,-0.058
outlay,Mandatory,Other Mandatory,2009-03-01,True,False,2012,4,399.385,546.079,16109.425,114.408,513.793,-32.286,-5.912,0.710,-0.200
outlay,Mandatory,Other Mandatory,2010-03-01,True,False,2013,4,438.819,563.265,16687.775,89.284,528.103,-35.162,-6.243,0.535,-0.211
outlay,Mandatory,Other Mandatory,2011-03-01,True,False,2014,4,480.408,521.203,17428.100,49.248,529.656,8.453,1.622,0.283,0.049
outlay,Mandatory,Other Mandatory,2012-03-01,True,False,2015,4,522.356,547.735,18164.250,44.817,567.173,19.438,3.549,0.247,0.107
outlay,Mandatory,Other Mandatory,2013-05-01,True,False,2016,4,629.403,574.723,18641.325,0.738,630.141,55.418,9.643,0.004,0.297
outlay,Mandatory,Other Mandatory,2014-04-01,True,False,2017,4,648.966,642.059,19375.175,7.394,656.360,14.301,2.227,0.038,0.074
outlay,Mandatory,Other Mandatory,2015-03-01,True,False,2018,4,608.084,578.962,20436.325,11.428,619.512,40.550,7.004,0.056,0.198
outlay,Mandatory,Other Mandatory,2016-03-01,True,False,2019,4,656.874,661.190,21286.150,28.352,685.226,24.036,3.635,0.133,0.113
outlay,Mandatory,Other Mandatory,2017-06-01,True,False,2020,4,659.298,2267.224,21320.225,1468.174,2127.472,-139.752,-6.164,6.886,-0.655
outlay,Mandatory,Other Mandatory,2018-05-01,True,False,2021,4,677.536,2500.403,23004.125,1821.153,2498.689,-1.714,-0.069,7.917,-0.007
outlay,Mandatory,Other Mandatory,2019-05-01,True,False,2022,4,693.416,1208.366,25517.575,449.138,1142.554,-65.812,-5.446,1.760,-0.258
outlay,Mandatory,Other Mandatory,2020-03-01,True,False,2023,4,676.641,1294.675,27330.050,168.741,845.382,-449.293,-34.703,0.617,-1.644
outlay,Mandatory,Other Mandatory,2021-07-01,True,False,2024,4,744.391,1128.701,28828.175,79.722,824.113,-304.588,-26.986,0.277,-1.057
outlay,Mandatory,Other Mandatory,1992-03-01,True,False,1996,5,136.540,176.385,7951.325,-1.754,134.786,-41.599,-23.584,-0.022,-0.523
outlay,Mandatory,Other Mandatory,1993-03-01,True,False,1997,5,183.304,164.806,8451.025,-15.217,168.087,3.281,1.991,-0.180,0.039
outlay,Mandatory,Other Mandatory,1994-04-01,True,False,1998,5,205.990,191.759,8930.800,-4.340,201.650,9.891,5.158,-0.049,0.111
outlay,Mandatory,Other Mandatory,1995-04-01,True,False,1999,5,229.012,217.247,9479.625,-4.253,224.759,7.512,3.458,-0.045,0.079
outlay,Mandatory,Other Mandatory,1996-05-01,True,False,2000,5,247.852,233.291,10117.075,2.589,250.441,17.150,7.351,0.026,0.170
outlay,Mandatory,Other Mandatory,1997-03-01,True,False,2001,5,244.989,234.835,10525.725,16.854,261.843,27.008,11.501,0.160,0.257
outlay,Mandatory,Other Mandatory,1998-03-01,True,False,2002,5,246.414,278.711,10828.875,22.384,268.798,-9.913,-3.557,0.207,-0.092
outlay,Mandatory,Other Mandatory,1999-04-01,True,False,2003,5,254.469,305.632,11278.750,49.289,303.758,-1.874,-0.613,0.437,-0.017
outlay,Mandatory,Other Mandatory,2000-04-01,True,False,2004,5,261.189,304.873,12028.425,42.233,303.422,-1.451,-0.476,0.351,-0.012
outlay,Mandatory,Other Mandatory,2001-05-01,True,False,2005,5,288.850,324.664,12839.950,40.082,328.932,4.268,1.315,0.312,0.033
outlay,Mandatory,Other Mandatory,2002-03-01,True,False,2006,5,295.785,362.408,13636.750,40.607,336.392,-26.016,-7.179,0.298,-0.191
outlay,Mandatory,Other Mandatory,2003-03-01,True,False,2007,5,318.323,307.146,14305.375,8.416,326.739,19.593,6.379,0.059,0.137
outlay,Mandatory,Other Mandatory,2004-03-01,True,False,2008,5,324.774,395.550,14796.575,38.718,363.492,-32.058,-8.105,0.262,-0.217
outlay,Mandatory,Other Mandatory,2005-03-01,True,False,2009,5,351.416,648.230,14467.300,276.341,627.757,-20.473,-3.158,1.910,-0.142
outlay,Mandatory,Other Mandatory,2006-03-01,True,False,2010,5,360.314,453.261,14884.400,146.165,506.479,53.218,11.741,0.982,0.358
outlay,Mandatory,Other Mandatory,2007-03-01,True,False,2011,5,374.752,540.978,15466.525,145.447,520.199,-20.779,-3.841,0.940,-0.134
outlay,Mandatory,Other Mandatory,2008-03-01,True,False,2012,5,367.159,546.079,16109.425,136.085,503.244,-42.835,-7.844,0.845,-0.266
outlay,Mandatory,Other Mandatory,2009-03-01,True,False,2013,5,406.494,563.265,16687.775,89.289,495.783,-67.482,-11.981,0.535,-0.404
outlay,Mandatory,Other Mandatory,2010-03-01,True,False,2014,5,435.441,521.203,17428.100,71.944,507.385,-13.818,-2.651,0.413,-0.079
outlay,Mandatory,Other Mandatory,2011-03-01,True,False,2015,5,509.401,547.735,18164.250,31.690,541.091,-6.644,-1.213,0.174,-0.037
outlay,Mandatory,Other Mandatory,2012-03-01,True,False,2016,5,558.687,574.723,18641.325,37.901,596.588,21.865,3.804,0.203,0.117
outlay,Mandatory,Other Mandatory,2013-05-01,True,False,2017,5,648.807,642.059,19375.175,0.130,648.937,6.878,1.071,0.001,0.035
outlay,Mandatory,Other Mandatory,2014-04-01,True,False,2018,5,644.649,578.962,20436.325,11.963,656.612,77.650,13.412,0.059,0.380
outlay,Mandatory,Other Mandatory,2015-03-01,True,False,2019,5,626.302,661.190,21286.150,49.453,675.755,14.565,2.203,0.232,0.068
outlay,Mandatory,Other Mandatory,2016-03-01,True,False,2020,5,675.126,2267.224,21320.225,1467.857,2142.983,-124.241,-5.480,6.885,-0.583
outlay,Mandatory,Other Mandatory,2017-06-01,True,False,2021,5,688.177,2500.403,23004.125,1822.345,2510.522,10.119,0.405,7.922,0.044
outlay,Mandatory,Other Mandatory,2018-05-01,True,False,2022,5,719.789,1208.366,25517.575,449.411,1169.200,-39.166,-3.241,1.761,-0.153
outlay,Mandatory,Other Mandatory,2019-05-01,True,False,2023,5,695.076,1294.675,27330.050,170.822,865.898,-428.777,-33.119,0.625,-1.569
outlay,Mandatory,Other Mandatory,2020-03-01,True,False,2024,5,681.472,1128.701,28828.175,152.994,834.466,-294.235,-26.068,0.531,-1.021
outlay,Mandatory,Other Mandatory,1992-03-01,True,False,1997,6,169.034,164.806,8451.025,-15.151,153.883,-10.923,-6.628,-0.179,-0.129
outlay,Mandatory,Other Mandatory,1993-03-01,True,False,1998,6,195.755,191.759,8930.800,-7.470,188.285,-3.474,-1.812,-0.084,-0.039
outlay,Mandatory,Other Mandatory,1994-04-01,True,False,1999,6,217.345,217.247,9479.625,-5.123,212.222,-5.025,-2.313,-0.054,-0.053
outlay,Mandatory,Other Mandatory,1995-04-01,True,False,2000,6,244.880,233.291,10117.075,0.364,245.244,11.953,5.124,0.004,0.118
outlay,Mandatory,Other Mandatory,1996-05-01,True,False,2001,6,251.446,234.835,10525.725,6.788,258.234,23.399,9.964,0.064,0.222
outlay,Mandatory,Other Mandatory,1997-03-01,True,False,2002,6,259.191,278.711,10828.875,14.741,273.932,-4.779,-1.715,0.136,-0.044
outlay,Mandatory,Other Mandatory,1998-03-01,True,False,2003,6,269.727,305.632,11278.750,46.115,315.842,10.210,3.341,0.409,0.091
outlay,Mandatory,Other Mandatory,1999-04-01,True,False,2004,6,265.778,304.873,12028.425,40.976,306.754,1.881,0.617,0.341,0.016
outlay,Mandatory,Other Mandatory,2000-04-01,True,False,2005,6,275.236,324.664,12839.950,46.047,321.283,-3.381,-1.041,0.359,-0.026
outlay,Mandatory,Other Mandatory,2001-05-01,True,False,2006,6,291.828,362.408,13636.750,52.768,344.596,-17.812,-4.915,0.387,-0.131
outlay,Mandatory,Other Mandatory,2002-03-01,True,False,2007,6,298.245,307.146,14305.375,18.337,316.582,9.436,3.072,0.128,0.066
outlay,Mandatory,Other Mandatory,2003-03-01,True,False,2008,6,329.257,395.550,14796.575,44.096,373.353,-22.197,-5.612,0.298,-0.150
outlay,Mandatory,Other Mandatory,2004-03-01,True,False,2009,6,339.747,648.230,14467.300,279.569,619.316,-28.914,-4.460,1.932,-0.200
outlay,Mandatory,Other Mandatory,2005-03-01,True,False,2010,6,359.679,453.261,14884.400,142.768,502.447,49.186,10.852,0.959,0.330
outlay,Mandatory,Other Mandatory,2006-03-01,True,False,2011,6,376.092,540.978,15466.525,145.661,521.753,-19.225,-3.554,0.942,-0.124
outlay,Mandatory,Other Mandatory,2007-03-01,True,False,2012,6,352.875,546.079,16109.425,139.452,492.327,-53.752,-9.843,0.866,-0.334
outlay,Mandatory,Other Mandatory,2008-03-01,True,False,2013,6,379.798,563.265,16687.775,112.165,491.963,-71.302,-12.659,0.672,-0.427
outlay,Mandatory,Other Mandatory,2009-03-01,True,False,2014,6,400.449,521.203,17428.100,69.871,470.320,-50.883,-9.763,0.401,-0.292
outlay,Mandatory,Other Mandatory,2010-03-01,True,False,2015,6,438.945,547.735,18164.250,76.829,515.774,-31.961,-5.835,0.423,-0.176
outlay,Mandatory,Other Mandatory,2011-03-01,True,False,2016,6,551.544,574.723,18641.325,22.725,574.269,-0.454,-0.079,0.122,-0.002
outlay,Mandatory,Other Mandatory,2012-03-01,True,False,2017,6,562.687,642.059,19375.175,39.286,601.973,-40.086,-6.243,0.203,-0.207
outlay,Mandatory,Other Mandatory,2013-05-01,True,False,2018,6,654.576,578.962,20436.325,5.805,660.381,81.419,14.063,0.028,0.398
outlay,Mandatory,Other Mandatory,2014-04-01,True,False,2019,6,646.901,661.190,21286.150,52.902,699.803,38.613,5.840,0.249,0.181
outlay,Mandatory,Other Mandatory,2015-03-01,True,False,2020,6,647.139,2267.224,21320.225,1490.447,2137.586,-129.638,-5.718,6.991,-0.608
outlay,Mandatory,Other Mandatory,2016-03-01,True,False,2021,6,689.895,2500.403,23004.125,1823.442,2513.337,12.934,0.517,7.927,0.056
outlay,Mandatory,Other Mandatory,2017-06-01,True,False,2022,6,719.794,1208.366,25517.575,444.899,1164.693,-43.673,-3.614,1.744,-0.171
outlay,Mandatory,Other Mandatory,2018-05-01,True,False,2023,6,717.739,1294.675,27330.050,171.573,889.312,-405.363,-31.310,0.628,-1.483
outlay,Mandatory,Other Mandatory,2019-05-01,True,False,2024,6,691.412,1128.701,28828.175,155.234,846.646,-282.055,-24.989,0.538,-0.978
outlay,Mandatory,Other Mandatory,1996-05-01,True,False,2002,7,265.631,278.711,10828.875,2.560,268.191,-10.520,-3.775,0.024,-0.097
outlay,Mandatory,Other Mandatory,1997-03-01,True,False,2003,7,267.766,305.632,11278.750,43.963,311.729,6.097,1.995,0.390,0.054
outlay,Mandatory,Other Mandatory,1998-03-01,True,False,2004,7,281.644,304.873,12028.425,35.679,317.323,12.450,4.084,0.297,0.104
outlay,Mandatory,Other Mandatory,1999-04-01,True,False,2005,7,279.164,324.664,12839.950,44.571,323.735,-0.929,-0.286,0.347,-0.007
outlay,Mandatory,Other Mandatory,2000-04-01,True,False,2006,7,278.504,362.408,13636.750,59.087,337.591,-24.817,-6.848,0.433,-0.182
outlay,Mandatory,Other Mandatory,2001-05-01,True,False,2007,7,293.681,307.146,14305.375,30.401,324.082,16.936,5.514,0.213,0.118
outlay,Mandatory,Other Mandatory,2002-03-01,True,False,2008,7,311.626,395.550,14796.575,54.418,366.044,-29.506,-7.459,0.368,-0.199
outlay,Mandatory,Other Mandatory,2003-03-01,True,False,2009,7,342.043,648.230,14467.300,285.288,627.331,-20.899,-3.224,1.972,-0.144
outlay,Mandatory,Other Mandatory,2004-03-01,True,False,2010,7,349.486,453.261,14884.400,144.255,493.741,40.480,8.931,0.969,0.272
outlay,Mandatory,Other Mandatory,2005-03-01,True,False,2011,7,374.850,540.978,15466.525,141.640,516.490,-24.488,-4.527,0.916,-0.158
outlay,Mandatory,Other Mandatory,2006-03-01,True,False,2012,7,355.747,546.079,16109.425,139.606,495.353,-50.726,-9.289,0.867,-0.315
outlay,Mandatory,Other Mandatory,2007-03-01,True,False,2013,7,368.188,563.265,16687.775,113.177,481.365,-81.900,-14.540,0.678,-0.491
outlay,Mandatory,Other Mandatory,2008-03-01,True,False,2014,7,387.867,521.203,17428.100,84.841,472.708,-48.495,-9.304,0.487,-0.278
outlay,Mandatory,Other Mandatory,2009-03-01,True,False,2015,7,401.887,547.735,18164.250,73.866,475.753,-71.982,-13.142,0.407,-0.396
outlay,Mandatory,Other Mandatory,2010-03-01,True,False,2016,7,457.992,574.723,18641.325,101.736,559.728,-14.995,-2.609,0.546,-0.080
outlay,Mandatory,Other Mandatory,2011-03-01,True,False,2017,7,554.895,642.059,19375.175,24.656,579.551,-62.508,-9.736,0.127,-0.323
outlay,Mandatory,Other Mandatory,2012-03-01,True,False,2018,7,568.040,578.962,20436.325,41.900,609.940,30.978,5.351,0.205,0.152
outlay,Mandatory,Other Mandatory,2013-05-01,True,False,2019,7,660.554,661.190,21286.150,41.654,702.208,41.018,6.204,0.196,0.193
outlay,Mandatory,Other Mandatory,2014-04-01,True,False,2020,7,665.587,2267.224,21320.225,1490.055,2155.642,-111.582,-4.922,6.989,-0.523
outlay,Mandatory,Other Mandatory,2015-03-01,True,False,2021,7,663.609,2500.403,23004.125,1846.965,2510.574,10.171,0.407,8.029,0.044
outlay,Mandatory,Other Mandatory,2016-03-01,True,False,2022,7,725.387,1208.366,25517.575,446.115,1171.502,-36.864,-3.051,1.748,-0.144
outlay,Mandatory,Other Mandatory,2017-06-01,True,False,2023,7,719.121,1294.675,27330.050,167.136,886.257,-408.418,-31.546,0.612,-1.494
outlay,Mandatory,Other Mandatory,2018-05-01,True,False,2024,7,710.237,1128.701,28828.175,155.786,866.023,-262.678,-23.273,0.540,-0.911
outlay,Mandatory,Other Mandatory,1996-05-01,True,False,2003,8,279.624,305.632,11278.750,31.497,311.121,5.489,1.796,0.279,0.049
outlay,Mandatory,Other Mandatory,1997-03-01,True,False,2004,8,280.196,304.873,12028.425,41.854,322.050,17.177,5.634,0.348,0.143
outlay,Mandatory,Other Mandatory,1998-03-01,True,False,2005,8,297.783,324.664,12839.950,37.507,335.290,10.626,3.273,0.292,0.083
outlay,Mandatory,Other Mandatory,1999-04-01,True,False,2006,8,283.671,362.408,13636.750,57.521,341.192,-21.216,-5.854,0.422,-0.156
outlay,Mandatory,Other Mandatory,2000-04-01,True,False,2007,8,279.769,307.146,14305.375,37.472,317.241,10.095,3.287,0.262,0.071
outlay,Mandatory,Other Mandatory,2001-05-01,True,False,2008,8,308.441,395.550,14796.575,66.368,374.809,-20.741,-5.244,0.449,-0.140
outlay,Mandatory,Other Mandatory,2002-03-01,True,False,2009,8,321.536,648.230,14467.300,294.855,616.391,-31.839,-4.912,2.038,-0.220
outlay,Mandatory,Other Mandatory,2003-03-01,True,False,2010,8,351.751,453.261,14884.400,150.198,501.949,48.688,10.742,1.009,0.327
outlay,Mandatory,Other Mandatory,2004-03-01,True,False,2011,8,366.041,540.978,15466.525,139.892,505.933,-35.045,-6.478,0.904,-0.227
outlay,Mandatory,Other Mandatory,2005-03-01,True,False,2012,8,355.618,546.079,16109.425,133.895,489.513,-56.566,-10.359,0.831,-0.351
outlay,Mandatory,Other Mandatory,2006-03-01,True,False,2013,8,369.337,563.265,16687.775,113.517,482.854,-80.411,-14.276,0.680,-0.482
outlay,Mandatory,Other Mandatory,2007-03-01,True,False,2014,8,378.737,521.203,17428.100,83.233,461.970,-59.233,-11.365,0.478,-0.340
outlay,Mandatory,Other Mandatory,2008-03-01,True,False,2015,8,401.530,547.735,18164.250,84.539,486.069,-61.666,-11.258,0.465,-0.339
outlay,Mandatory,Other Mandatory,2009-03-01,True,False,2016,8,415.715,574.723,18641.325,98.787,514.502,-60.221,-10.478,0.530,-0.323
outlay,Mandatory,Other Mandatory,2010-03-01,True,False,2017,8,460.964,642.059,19375.175,110.006,570.970,-71.089,-11.072,0.568,-0.367
outlay,Mandatory,Other Mandatory,2011-03-01,True,False,2018,8,552.122,578.962,20436.325,29.369,581.491,2.529,0.437,0.144,0.012
outlay,Mandatory,Other Mandatory,2012-03-01,True,False,2019,8,591.577,661.190,21286.150,63.238,654.815,-6.375,-0.964,0.297,-0.030
outlay,Mandatory,Other Mandatory,2013-05-01,True,False,2020,8,679.520,2267.224,21320.225,1478.770,2158.290,-108.934,-4.805,6.936,-0.511
outlay,Mandatory,Other Mandatory,2014-04-01,True,False,2021,8,688.827,2500.403,23004.125,1846.937,2535.764,35.361,1.414,8.029,0.154
outlay,Mandatory,Other Mandatory,2015-03-01,True,False,2022,8,696.940,1208.366,25517.575,468.569,1165.509,-42.857,-3.547,1.836,-0.168
outlay,Mandatory,Other Mandatory,2016-03-01,True,False,2023,8,724.397,1294.675,27330.050,167.890,892.287,-402.388,-31.080,0.614,-1.472
outlay,Mandatory,Other Mandatory,2017-06-01,True,False,2024,8,714.605,1128.701,28828.175,149.854,864.459,-264.242,-23.411,0.520,-0.917
outlay,Mandatory,Other Mandatory,1996-05-01,True,False,2004,9,292.994,304.873,12028.425,28.618,321.612,16.739,5.490,0.238,0.139
outlay,Mandatory,Other Mandatory,1997-03-01,True,False,2005,9,296.583,324.664,12839.950,44.704,341.287,16.623,5.120,0.348,0.129
outlay,Mandatory,Other Mandatory,1998-03-01,True,False,2006,9,303.705,362.408,13636.750,49.633,353.338,-9.070,-2.503,0.364,-0.067
outlay,Mandatory,Other Mandatory,1999-04-01,True,False,2007,9,287.544,307.146,14305.375,36.085,323.629,16.483,5.367,0.252,0.115
outlay,Mandatory,Other Mandatory,2000-04-01,True,False,2008,9,296.278,395.550,14796.575,73.749,370.027,-25.523,-6.453,0.498,-0.172
outlay,Mandatory,Other Mandatory,2001-05-01,True,False,2009,9,319.584,648.230,14467.300,306.506,626.090,-22.140,-3.415,2.119,-0.153
outlay,Mandatory,Other Mandatory,2002-03-01,True,False,2010,9,332.523,453.261,14884.400,158.846,491.369,38.108,8.408,1.067,0.256
outlay,Mandatory,Other Mandatory,2003-03-01,True,False,2011,9,368.599,540.978,15466.525,146.104,514.703,-26.275,-4.857,0.945,-0.170
outlay,Mandatory,Other Mandatory,2004-03-01,True,False,2012,9,349.221,546.079,16109.425,131.456,480.677,-65.402,-11.977,0.816,-0.406
outlay,Mandatory,Other Mandatory,2005-03-01,True,False,2013,9,369.170,563.265,16687.775,108.648,477.818,-85.447,-15.170,0.651,-0.512
outlay,Mandatory,Other Mandatory,2006-03-01,True,False,2014,9,378.329,521.203,17428.100,83.623,461.952,-59.251,-11.368,0.480,-0.340
outlay,Mandatory,Other Mandatory,2007-03-01,True,False,2015,9,390.017,547.735,18164.250,84.811,474.828,-72.907,-13.311,0.467,-0.401
outlay,Mandatory,Other Mandatory,2008-03-01,True,False,2016,9,422.731,574.723,18641.325,108.085,530.816,-43.907,-7.640,0.580,-0.236
outlay,Mandatory,Other Mandatory,2009-03-01,True,False,2017,9,419.368,642.059,19375.175,108.271,527.639,-114.420,-17.821,0.559,-0.591
outlay,Mandatory,Other Mandatory,2010-03-01,True,False,2018,9,457.501,578.962,20436.325,117.777,575.278,-3.684,-0.636,0.576,-0.018
outlay,Mandatory,Other Mandatory,2011-03-01,True,False,2019,9,592.509,661.190,21286.150,50.250,642.759,-18.431,-2.788,0.236,-0.087
outlay,Mandatory,Other Mandatory,2012-03-01,True,False,2020,9,611.744,2267.224,21320.225,1500.562,2112.306,-154.918,-6.833,7.038,-0.727
outlay,Mandatory,Other Mandatory,2013-05-01,True,False,2021,9,704.764,2500.403,23004.125,1836.052,2540.816,40.413,1.616,7.981,0.176
outlay,Mandatory,Other Mandatory,2014-04-01,True,False,2022,9,722.891,1208.366,25517.575,467.423,1190.314,-18.052,-1.494,1.832,-0.071
outlay,Mandatory,Other Mandatory,2015-03-01,True,False,2023,9,695.766,1294.675,27330.050,188.786,884.552,-410.123,-31.678,0.691,-1.501
outlay,Mandatory,Other Mandatory,2016-03-01,True,False,2024,9,721.447,1128.701,28828.175,149.997,871.444,-257.257,-22.792,0.520,-0.892
outlay,Mandatory,Other Mandatory,1996-05-01,True,False,2005,10,310.269,324.664,12839.950,29.574,339.843,15.179,4.675,0.230,0.118
outlay,Mandatory,Other Mandatory,1997-03-01,True,False,2006,10,302.996,362.408,13636.750,57.014,360.010,-2.398,-0.662,0.418,-0.018
outlay,Mandatory,Other Mandatory,1998-03-01,True,False,2007,10,309.633,307.146,14305.375,27.446,337.079,29.933,9.746,0.192,0.209
outlay,Mandatory,Other Mandatory,1999-04-01,True,False,2008,10,303.804,395.550,14796.575,72.303,376.107,-19.443,-4.915,0.489,-0.131
outlay,Mandatory,Other Mandatory,2000-04-01,True,False,2009,10,306.433,648.230,14467.300,315.698,622.131,-26.099,-4.026,2.182,-0.180
outlay,Mandatory,Other Mandatory,2001-05-01,True,False,2010,10,328.954,453.261,14884.400,172.015,500.969,47.708,10.526,1.156,0.321
outlay,Mandatory,Other Mandatory,2002-03-01,True,False,2011,10,351.060,540.978,15466.525,154.404,505.464,-35.514,-6.565,0.998,-0.230
outlay,Mandatory,Other Mandatory,2003-03-01,True,False,2012,10,352.820,546.079,16109.425,137.595,490.415,-55.664,-10.193,0.854,-0.346
