component,category,subcategory,baseline_date,Spring_flag,Winter_flag,projected_fiscal_year,projected_year_number,value,actual_value,GDP,legislative_outlay_change,adjusted_projection,projection_error,projection_error_pct_actual,leg_change_pct_GDP,projection_error_pct_GDP
outlay,Net Interest,Net Interest,2016-03-01,True,False,2022,7,612.719,475.887,25517.575,85.634,698.353,222.466,46.748,0.336,0.872
outlay,Net Interest,Net Interest,2017-06-01,True,False,2023,7,598.162,658.267,27330.050,96.702,694.864,36.597,5.560,0.354,0.134
outlay,Net Interest,Net Interest,2018-05-01,True,False,2024,7,737.940,881.119,28828.175,47.253,785.193,-95.926,-10.887,0.164,-0.333
outlay,Net Interest,Net Interest,1996-05-01,True,False,2003,8,328.157,153.073,11278.750,27.592,355.749,202.676,132.405,0.245,1.797
outlay,Net Interest,Net Interest,1997-03-01,True,False,2004,8,299.562,160.245,12028.425,58.397,357.959,197.714,123.382,0.485,1.644
outlay,Net Interest,Net Interest,1998-03-01,True,False,2005,8,215.102,183.986,12839.950,105.655,320.757,136.771,74.338,0.823,1.065
outlay,Net Interest,Net Interest,1999-04-01,True,False,2006,8,140.029,226.603,13636.750,144.328,284.357,57.754,25.487,1.058,0.424
outlay,Net Interest,Net Interest,2000-04-01,True,False,2007,8,87.234,237.109,14305.375,187.287,274.521,37.412,15.778,1.309,0.262
outlay,Net Interest,Net Interest,2001-05-01,True,False,2008,8,26.862,252.757,14796.575,173.977,200.839,-51.918,-20.541,1.176,-0.351
outlay,Net Interest,Net Interest,2002-03-01,True,False,2009,8,146.422,186.902,14467.300,137.245,283.667,96.765,51.773,0.949,0.669
outlay,Net Interest,Net Interest,2003-03-01,True,False,2010,8,221.849,196.194,14884.400,144.437,366.286,170.092,86.696,0.970,1.143
outlay,Net Interest,Net Interest,2004-03-01,True,False,2011,8,330.117,229.962,15466.525,100.974,431.091,201.129,87.462,0.653,1.300
outlay,Net Interest,Net Interest,2005-03-01,True,False,2012,8,316.458,220.408,16109.425,153.621,470.079,249.671,113.277,0.954,1.550
outlay,Net Interest,Net Interest,2006-03-01,True,False,2013,8,296.992,220.885,16687.775,158.331,455.323,234.438,106.136,0.949,1.405
outlay,Net Interest,Net Interest,2007-03-01,True,False,2014,8,258.138,228.956,17428.100,172.119,430.257,201.301,87.921,0.988,1.155
outlay,Net Interest,Net Interest,2008-03-01,True,False,2015,8,282.987,223.181,18164.250,150.435,433.422,210.241,94.202,0.828,1.157
outlay,Net Interest,Net Interest,2009-03-01,True,False,2016,8,464.006,240.033,18641.325,84.059,548.065,308.032,128.329,0.451,1.652
outlay,Net Interest,Net Interest,2010-03-01,True,False,2017,8,572.821,262.551,19375.175,65.464,638.285,375.734,143.109,0.338,1.939
outlay,Net Interest,Net Interest,2011-03-01,True,False,2018,8,658.304,324.975,20436.325,45.547,703.851,378.876,116.586,0.223,1.854
outlay,Net Interest,Net Interest,2012-03-01,True,False,2019,8,502.720,375.158,21286.150,120.381,623.101,247.943,66.090,0.566,1.165
outlay,Net Interest,Net Interest,2013-05-01,True,False,2020,8,643.616,345.470,21320.225,47.126,690.742,345.272,99.943,0.221,1.619
outlay,Net Interest,Net Interest,2014-04-01,True,False,2021,8,694.366,352.338,23004.125,79.905,774.271,421.933,119.752,0.347,1.834
outlay,Net Interest,Net Interest,2015-03-01,True,False,2022,8,647.284,475.887,25517.575,107.084,754.368,278.481,58.518,0.420,1.091
outlay,Net Interest,Net Interest,2016-03-01,True,False,2023,8,673.287,658.267,27330.050,103.271,776.558,118.291,17.970,0.378,0.433
outlay,Net Interest,Net Interest,2017-06-01,True,False,2024,8,653.533,881.119,28828.175,115.216,768.749,-112.370,-12.753,0.400,-0.390
outlay,Net Interest,Net Interest,1996-05-01,True,False,2004,9,346.251,160.245,12028.425,52.599,398.850,238.605,148.900,0.437,1.984
outlay,Net Interest,Net Interest,1997-03-01,True,False,2005,9,311.230,183.986,12839.950,90.032,401.262,217.276,118.094,0.701,1.692
outlay,Net Interest,Net Interest,1998-03-01,True,False,2006,9,208.753,226.603,13636.750,147.850,356.603,130.000,57.369,1.084,0.953
outlay,Net Interest,Net Interest,1999-04-01,True,False,2007,9,123.183,237.109,14305.375,194.412,317.595,80.486,33.945,1.359,0.563
outlay,Net Interest,Net Interest,2000-04-01,True,False,2008,9,59.097,252.757,14796.575,242.875,301.972,49.215,19.471,1.641,0.333
outlay,Net Interest,Net Interest,2001-05-01,True,False,2009,9,-10.382,186.902,14467.300,225.167,214.785,27.883,14.919,1.556,0.193
outlay,Net Interest,Net Interest,2002-03-01,True,False,2010,9,130.592,196.194,14884.400,180.883,311.475,115.281,58.759,1.215,0.775
outlay,Net Interest,Net Interest,2003-03-01,True,False,2011,9,215.033,229.962,15466.525,187.792,402.825,172.863,75.170,1.214,1.118
outlay,Net Interest,Net Interest,2004-03-01,True,False,2012,9,337.679,220.408,16109.425,137.700,475.379,254.971,115.681,0.855,1.583
outlay,Net Interest,Net Interest,2005-03-01,True,False,2013,9,313.819,220.885,16687.775,194.662,508.481,287.596,130.202,1.166,1.723
outlay,Net Interest,Net Interest,2006-03-01,True,False,2014,9,295.796,228.956,17428.100,189.428,485.224,256.268,111.929,1.087,1.470
outlay,Net Interest,Net Interest,2007-03-01,True,False,2015,9,251.991,223.181,18164.250,195.325,447.316,224.135,100.427,1.075,1.234
outlay,Net Interest,Net Interest,2008-03-01,True,False,2016,9,280.345,240.033,18641.325,175.373,455.718,215.685,89.856,0.941,1.157
outlay,Net Interest,Net Interest,2009-03-01,True,False,2017,9,489.073,262.551,19375.175,111.243,600.316,337.765,128.647,0.574,1.743
outlay,Net Interest,Net Interest,2010-03-01,True,False,2018,9,626.074,324.975,20436.325,93.221,719.295,394.320,121.339,0.456,1.930
outlay,Net Interest,Net Interest,2011-03-01,True,False,2019,9,709.717,375.158,21286.150,65.801,775.518,400.360,106.718,0.309,1.881
outlay,Net Interest,Net Interest,2012-03-01,True,False,2020,9,543.828,345.470,21320.225,168.718,712.546,367.076,106.254,0.791,1.722
outlay,Net Interest,Net Interest,2013-05-01,True,False,2021,9,702.588,352.338,23004.125,73.201,775.789,423.451,120.183,0.318,1.841
outlay,Net Interest,Net Interest,2014-04-01,True,False,2022,9,754.765,475.887,25517.575,105.241,860.006,384.119,80.716,0.412,1.505
outlay,Net Interest,Net Interest,2015-03-01,True,False,2023,9,704.465,658.267,27330.050,127.592,832.057,173.790,26.401,0.467,0.636
outlay,Net Interest,Net Interest,2016-03-01,True,False,2024,9,728.088,881.119,28828.175,123.293,851.381,-29.738,-3.375,0.428,-0.103
outlay,Net Interest,Net Interest,1996-05-01,True,False,2005,10,364.691,183.986,12839.950,82.957,447.648,263.662,143.305,0.646,2.053
outlay,Net Interest,Net Interest,1997-03-01,True,False,2006,10,325.396,226.603,13636.750,127.097,452.493,225.890,99.685,0.932,1.656
outlay,Net Interest,Net Interest,1998-03-01,True,False,2007,10,201.682,237.109,14305.375,198.306,399.988,162.879,68.694,1.386,1.139
outlay,Net Interest,Net Interest,1999-04-01,True,False,2008,10,104.392,252.757,14796.575,250.645,355.037,102.280,40.466,1.694,0.691
outlay,Net Interest,Net Interest,2000-04-01,True,False,2009,10,28.226,186.902,14467.300,306.807,335.033,148.131,79.256,2.121,1.024
