component,category,subcategory,baseline_date,Spring_flag,Winter_flag,projected_fiscal_year,projected_year_number,value,actual_value,GDP,legislative_revenue_change,adjusted_projection,projection_error,projection_error_pct_actual,leg_change_pct_GDP,projection_error_pct_GDP
revenue,Total,Total,2018-04-01,False,True,2020,3,3677.652,3421.164,21320.225,-573.348,3104.304,-316.860,-9.262,-2.689,-1.486
revenue,Total,Total,2018-05-01,True,False,2020,3,3679.542,3421.164,21320.225,-573.348,3106.194,-314.970,-9.207,-2.689,-1.477
revenue,Total,Total,2019-01-01,False,True,2021,3,3840.506,4047.113,23004.125,-409.955,3430.551,-616.562,-15.235,-1.782,-2.680
revenue,Total,Total,2019-05-01,True,False,2021,3,3833.875,4047.113,23004.125,-409.954,3423.921,-623.192,-15.398,-1.782,-2.709
revenue,Total,Total,2020-01-01,False,True,2022,3,4001.366,4897.338,25517.575,117.114,4118.480,-778.858,-15.904,0.459,-3.052
revenue,Total,Total,2020-03-01,True,False,2022,3,4000.386,4897.338,25517.575,117.044,4117.430,-779.908,-15.925,0.459,-3.056
revenue,Total,Total,2021-02-01,False,True,2023,3,4202.149,4440.945,27330.050,28.691,4230.840,-210.105,-4.731,0.105,-0.769
revenue,Total,Total,2021-07-01,True,False,2023,3,4597.494,4440.945,27330.050,27.503,4624.997,184.052,4.144,0.101,0.673
revenue,Total,Total,2022-05-01,True,True,2024,3,4923.885,4918.104,28828.175,16.836,4940.721,22.617,0.460,0.058,0.078
revenue,Total,Total,1982-02-01,False,True,1985,4,763.000,734.037,4265.125,63.147,826.147,92.110,12.548,1.481,2.160
revenue,Total,Total,1983-02-01,False,True,1986,4,768.000,769.154,4526.250,25.859,793.859,24.705,3.212,0.571,0.546
revenue,Total,Total,1984-02-01,True,True,1987,4,863.400,854.287,4767.650,41.907,905.307,51.020,5.972,0.879,1.070
revenue,Total,Total,1985-02-01,True,True,1988,4,934.198,909.237,5138.550,19.163,953.361,44.124,4.853,0.373,0.859
revenue,Total,Total,1986-02-01,True,True,1989,4,991.325,991.105,5554.675,15.939,1007.264,16.159,1.630,0.287,0.291
revenue,Total,Total,1987-01-01,False,True,1990,4,1050.416,1031.956,5898.750,21.171,1071.587,39.631,3.840,0.359,0.672
revenue,Total,Total,1987-02-01,True,False,1990,4,1051.031,1031.956,5898.750,21.171,1072.202,40.246,3.900,0.359,0.682
revenue,Total,Total,1988-02-01,False,True,1991,4,1111.910,1054.987,6093.175,20.900,1132.810,77.823,7.377,0.343,1.277
revenue,Total,Total,1988-03-01,True,False,1991,4,1111.397,1054.987,6093.175,20.900,1132.297,77.310,7.328,0.343,1.269
revenue,Total,Total,1989-01-01,True,True,1992,4,1208.659,1091.207,6416.250,19.468,1228.127,136.920,12.548,0.303,2.134
revenue,Total,Total,1990-01-01,True,True,1993,4,1276.653,1154.335,6775.325,30.899,1307.552,153.217,13.273,0.456,2.261
revenue,Total,Total,1991-01-01,False,True,1994,4,1331.854,1258.569,7176.850,25.197,1357.051,98.482,7.825,0.351,1.372
revenue,Total,Total,1991-03-01,True,False,1994,4,1331.488,1258.569,7176.850,25.197,1356.685,98.116,7.796,0.351,1.367
revenue,Total,Total,1992-01-01,False,True,1995,4,1341.525,1351.790,7560.425,42.508,1384.033,32.243,2.385,0.562,0.426
revenue,Total,Total,1992-03-01,True,False,1995,4,1339.908,1351.790,7560.425,44.048,1383.956,32.166,2.380,0.583,0.425
revenue,Total,Total,1993-01-01,False,True,1996,4,1356.242,1453.053,7951.325,49.998,1406.240,-46.813,-3.222,0.629,-0.589
revenue,Total,Total,1993-03-01,True,False,1996,4,1355.343,1453.053,7951.325,49.998,1405.341,-47.712,-3.284,0.629,-0.600
revenue,Total,Total,1994-01-01,True,True,1997,4,1478.748,1579.232,8451.025,2.273,1481.021,-98.211,-6.219,0.027,-1.162
revenue,Total,Total,1995-01-01,True,True,1998,4,1546.405,1721.728,8930.800,-8.040,1538.365,-183.363,-10.650,-0.090,-2.053
revenue,Total,Total,1996-05-01,True,True,1999,4,1609.031,1827.452,9479.625,-5.029,1604.002,-223.450,-12.227,-0.053,-2.357
revenue,Total,Total,1997-01-01,False,True,2000,4,1705.302,2025.191,10117.075,-17.550,1687.752,-337.439,-16.662,-0.173,-3.335
revenue,Total,Total,1997-03-01,True,False,2000,4,1704.903,2025.191,10117.075,-17.550,1687.353,-337.838,-16.682,-0.173,-3.339
revenue,Total,Total,1998-01-01,False,True,2001,4,1846.567,1991.082,10525.725,-79.369,1767.198,-223.884,-11.244,-0.754,-2.127
revenue,Total,Total,1998-03-01,True,False,2001,4,1846.512,1991.082,10525.725,-79.369,1767.143,-223.939,-11.247,-0.754,-2.128
revenue,Total,Total,1999-01-01,True,True,2002,4,2014.568,1853.136,10828.875,-85.718,1928.850,75.714,4.086,-0.792,0.699
revenue,Total,Total,2000-01-01,True,True,2003,4,2176.702,1782.314,11278.750,-183.173,1993.529,211.215,11.851,-1.624,1.873
revenue,Total,Total,2001-01-01,False,True,2004,4,2453.009,1880.114,12028.425,-265.080,2187.929,307.815,16.372,-2.204,2.559
revenue,Total,Total,2001-05-01,True,False,2004,4,2453.030,1880.114,12028.425,-265.080,2187.950,307.836,16.373,-2.204,2.559
revenue,Total,Total,2002-01-01,False,True,2005,4,2341.526,2153.611,12839.950,-108.496,2233.030,79.419,3.688,-0.845,0.619
revenue,Total,Total,2002-03-01,True,False,2005,4,2341.843,2153.611,12839.950,-108.496,2233.347,79.736,3.702,-0.845,0.621
revenue,Total,Total,2003-01-01,False,True,2006,4,2370.074,2406.869,13636.750,-76.750,2293.324,-113.545,-4.718,-0.563,-0.833
revenue,Total,Total,2003-03-01,True,False,2006,4,2359.834,2406.869,13636.750,-76.750,2283.084,-123.785,-5.143,-0.563,-0.908
revenue,Total,Total,2004-01-01,False,True,2007,4,2385.416,2567.985,14305.375,-81.171,2304.245,-263.740,-10.270,-0.567,-1.844
revenue,Total,Total,2004-03-01,True,False,2007,4,2384.427,2567.985,14305.375,-81.151,2303.276,-264.709,-10.308,-0.567,-1.850
revenue,Total,Total,2005-01-01,False,True,2008,4,2507.653,2523.991,14796.575,-205.824,2301.829,-222.162,-8.802,-1.391,-1.501
revenue,Total,Total,2005-03-01,True,False,2008,4,2507.973,2523.991,14796.575,-205.824,2302.149,-221.842,-8.789,-1.391,-1.499
revenue,Total,Total,2006-01-01,False,True,2009,4,2742.770,2104.989,14467.300,-194.675,2548.095,443.106,21.050,-1.346,3.063
revenue,Total,Total,2006-03-01,True,False,2009,4,2743.351,2104.989,14467.300,-194.675,2548.676,443.687,21.078,-1.346,3.067
revenue,Total,Total,2007-01-01,False,True,2010,4,2900.801,2162.706,14884.400,-211.949,2688.852,526.146,24.328,-1.424,3.535
revenue,Total,Total,2007-03-01,True,False,2010,4,2901.310,2162.706,14884.400,-211.949,2689.361,526.655,24.352,-1.424,3.538
revenue,Total,Total,2008-01-01,False,True,2011,4,3181.518,2303.466,15466.525,-394.463,2787.055,483.589,20.994,-2.550,3.127
revenue,Total,Total,2008-03-01,True,False,2011,4,3200.493,2303.466,15466.525,-403.273,2797.220,493.754,21.435,-2.607,3.192
revenue,Total,Total,2009-01-01,False,True,2012,4,3124.413,2449.990,16109.425,-404.881,2719.532,269.542,11.002,-2.513,1.673
revenue,Total,Total,2009-03-01,True,False,2012,4,3086.438,2449.990,16109.425,-422.283,2664.155,214.165,8.741,-2.621,1.329
revenue,Total,Total,2010-01-01,False,True,2013,4,3217.717,2775.106,16687.775,-349.625,2868.092,92.986,3.351,-2.095,0.557
revenue,Total,Total,2010-03-01,True,False,2013,4,3221.016,2775.106,16687.775,-349.370,2871.646,96.540,3.479,-2.094,0.579
revenue,Total,Total,2011-01-01,False,True,2014,4,3441.957,3021.491,17428.100,-338.657,3103.300,81.809,2.708,-1.943,0.469
revenue,Total,Total,2011-03-01,True,False,2014,4,3440.314,3021.491,17428.100,-338.657,3101.657,80.166,2.653,-1.943,0.460
revenue,Total,Total,2012-01-01,False,True,2015,4,3567.554,3249.890,18164.250,-344.313,3223.241,-26.649,-0.820,-1.896,-0.147
revenue,Total,Total,2012-03-01,True,False,2015,4,3588.924,3249.890,18164.250,-349.131,3239.793,-10.097,-0.311,-1.922,-0.056
revenue,Total,Total,2013-02-01,False,True,2016,4,3591.091,3267.965,18641.325,-111.062,3480.029,212.064,6.489,-0.596,1.138
revenue,Total,Total,2013-05-01,True,False,2016,4,3606.223,3267.965,18641.325,-111.062,3495.161,227.196,6.952,-0.596,1.219
revenue,Total,Total,2014-02-01,False,True,2017,4,3631.022,3316.184,19375.175,-74.846,3556.176,239.992,7.237,-0.386,1.239
revenue,Total,Total,2014-04-01,True,False,2017,4,3620.809,3316.184,19375.175,-74.860,3545.949,229.765,6.929,-0.386,1.186
revenue,Total,Total,2015-01-01,False,True,2018,4,3715.285,3329.907,20436.325,-223.949,3491.336,161.429,4.848,-1.096,0.790
revenue,Total,Total,2015-03-01,True,False,2018,4,3728.386,3329.907,20436.325,-224.525,3503.861,173.954,5.224,-1.099,0.851
revenue,Total,Total,2016-01-01,False,True,2019,4,3746.990,3463.364,21286.150,-285.004,3461.986,-1.378,-0.040,-1.339,-0.006
revenue,Total,Total,2016-03-01,True,False,2019,4,3771.510,3463.364,21286.150,-285.007,3486.503,23.139,0.668,-1.339,0.109
revenue,Total,Total,2017-01-01,False,True,2020,4,3878.217,3421.164,21320.225,-838.277,3039.940,-381.224,-11.143,-3.932,-1.788
revenue,Total,Total,2017-06-01,True,False,2020,4,3853.436,3421.164,21320.225,-838.278,3015.158,-406.006,-11.867,-3.932,-1.904
revenue,Total,Total,2018-04-01,False,True,2021,4,3826.597,4047.113,23004.125,-410.043,3416.554,-630.559,-15.580,-1.782,-2.741
revenue,Total,Total,2018-05-01,True,False,2021,4,3828.888,4047.113,23004.125,-410.043,3418.845,-628.268,-15.524,-1.782,-2.731
revenue,Total,Total,2019-01-01,False,True,2022,4,4012.312,4897.338,25517.575,89.258,4101.570,-795.768,-16.249,0.350,-3.119
revenue,Total,Total,2019-05-01,True,False,2022,4,4004.205,4897.338,25517.575,89.359,4093.564,-803.774,-16.412,0.350,-3.150
revenue,Total,Total,2020-01-01,False,True,2023,4,4205.624,4440.945,27330.050,198.119,4403.743,-37.202,-0.838,0.725,-0.136
revenue,Total,Total,2020-03-01,True,False,2023,4,4204.865,4440.945,27330.050,197.889,4402.754,-38.191,-0.860,0.724,-0.140
revenue,Total,Total,2021-02-01,False,True,2024,4,4352.275,4918.104,28828.175,23.985,4376.260,-541.844,-11.017,0.083,-1.880
revenue,Total,Total,2021-07-01,True,False,2024,4,4670.585,4918.104,28828.175,19.860,4690.445,-227.659,-4.629,0.069,-0.790
revenue,Total,Total,1982-02-01,False,True,1986,5,818.000,769.154,4526.250,76.859,894.859,125.705,16.343,1.698,2.777
revenue,Total,Total,1983-02-01,False,True,1987,5,822.000,854.287,4767.650,51.907,873.907,19.620,2.297,1.089,0.412
revenue,Total,Total,1984-02-01,True,True,1988,5,945.000,909.237,5138.550,43.850,988.850,79.613,8.756,0.853,1.549
revenue,Total,Total,1985-02-01,True,True,1989,5,1004.514,991.105,5554.675,16.439,1020.953,29.848,3.012,0.296,0.537
revenue,Total,Total,1986-02-01,True,True,1990,5,1067.506,1031.956,5898.750,27.975,1095.481,63.525,6.156,0.474,1.077
revenue,Total,Total,1987-01-01,False,True,1991,5,1137.533,1054.987,6093.175,37.807,1175.340,120.353,11.408,0.620,1.975
revenue,Total,Total,1987-02-01,True,False,1991,5,1138.912,1054.987,6093.175,37.807,1176.719,121.732,11.539,0.620,1.998
revenue,Total,Total,1988-02-01,False,True,1992,5,1181.324,1091.207,6416.250,25.089,1206.413,115.206,10.558,0.391,1.796
revenue,Total,Total,1988-03-01,True,False,1992,5,1180.617,1091.207,6416.250,25.089,1205.706,114.499,10.493,0.391,1.785
revenue,Total,Total,1989-01-01,True,True,1993,5,1280.479,1154.335,6775.325,30.015,1310.494,156.159,13.528,0.443,2.305
revenue,Total,Total,1990-01-01,True,True,1994,5,1354.546,1258.569,7176.850,62.194,1416.740,158.171,12.568,0.867,2.204
revenue,Total,Total,1991-01-01,False,True,1995,5,1415.913,1351.790,7560.425,42.665,1458.578,106.788,7.900,0.564,1.412
revenue,Total,Total,1991-03-01,True,False,1995,5,1415.408,1351.790,7560.425,42.665,1458.073,106.283,7.862,0.564,1.406
revenue,Total,Total,1992-01-01,False,True,1996,5,1415.101,1453.053,7951.325,49.438,1464.539,11.486,0.790,0.622,0.144
revenue,Total,Total,1992-03-01,True,False,1996,5,1413.145,1453.053,7951.325,51.381,1464.526,11.473,0.790,0.646,0.144
revenue,Total,Total,1993-01-01,False,True,1997,5,1413.740,1579.232,8451.025,62.854,1476.594,-102.638,-6.499,0.744,-1.215
revenue,Total,Total,1993-03-01,True,False,1997,5,1412.667,1579.232,8451.025,62.854,1475.521,-103.711,-6.567,0.744,-1.227
revenue,Total,Total,1994-01-01,True,True,1998,5,1555.907,1721.728,8930.800,-10.735,1545.172,-176.556,-10.255,-0.120,-1.977
revenue,Total,Total,1995-01-01,True,True,1999,5,1618.306,1827.452,9479.625,-3.368,1614.938,-212.514,-11.629,-0.036,-2.242
revenue,Total,Total,1996-05-01,True,True,2000,5,1680.639,2025.191,10117.075,-16.868,1663.771,-361.420,-17.846,-0.167,-3.572
revenue,Total,Total,1997-01-01,False,True,2001,5,1780.914,1991.082,10525.725,-102.922,1677.992,-313.090,-15.725,-0.978,-2.975
revenue,Total,Total,1997-03-01,True,False,2001,5,1780.617,1991.082,10525.725,-102.922,1677.695,-313.387,-15.740,-0.978,-2.977
revenue,Total,Total,1998-01-01,False,True,2002,5,1929.818,1853.136,10828.875,-87.561,1842.257,-10.879,-0.587,-0.809,-0.100
revenue,Total,Total,1998-03-01,True,False,2002,5,1929.763,1853.136,10828.875,-87.561,1842.202,-10.934,-0.590,-0.809,-0.101
revenue,Total,Total,1999-01-01,True,True,2003,5,2090.644,1782.314,11278.750,-185.436,1905.208,122.894,6.895,-1.644,1.090
revenue,Total,Total,2000-01-01,True,True,2004,5,2262.549,1880.114,12028.425,-268.622,1993.927,113.813,6.054,-2.233,0.946
revenue,Total,Total,2001-01-01,False,True,2005,5,2569.830,2153.611,12839.950,-211.486,2358.344,204.733,9.506,-1.647,1.594
revenue,Total,Total,2001-05-01,True,False,2005,5,2569.867,2153.611,12839.950,-211.486,2358.381,204.770,9.508,-1.647,1.595
revenue,Total,Total,2002-01-01,False,True,2006,5,2447.256,2406.869,13636.750,-61.249,2386.007,-20.862,-0.867,-0.449,-0.153
revenue,Total,Total,2002-03-01,True,False,2006,5,2447.673,2406.869,13636.750,-61.249,2386.424,-20.445,-0.849,-0.449,-0.150
revenue,Total,Total,2003-01-01,False,True,2007,5,2504.664,2567.985,14305.375,-94.724,2409.940,-158.045,-6.154,-0.662,-1.105
revenue,Total,Total,2003-03-01,True,False,2007,5,2504.394,2567.985,14305.375,-94.724,2409.670,-158.315,-6.165,-0.662,-1.107
revenue,Total,Total,2004-01-01,False,True,2008,5,2505.501,2523.991,14796.575,-220.334,2285.167,-238.824,-9.462,-1.489,-1.614
revenue,Total,Total,2004-03-01,True,False,2008,5,2504.651,2523.991,14796.575,-220.315,2284.336,-239.655,-9.495,-1.489,-1.620
revenue,Total,Total,2005-01-01,False,True,2009,5,2661.873,2104.989,14467.300,-197.026,2464.847,359.858,17.095,-1.362,2.487
revenue,Total,Total,2005-03-01,True,False,2009,5,2662.164,2104.989,14467.300,-197.026,2465.138,360.149,17.109,-1.362,2.489
revenue,Total,Total,2006-01-01,False,True,2010,5,2882.651,2162.706,14884.400,-230.998,2651.653,488.947,22.608,-1.552,3.285
revenue,Total,Total,2006-03-01,True,False,2010,5,2883.316,2162.706,14884.400,-230.998,2652.318,489.612,22.639,-1.552,3.289
revenue,Total,Total,2007-01-01,False,True,2011,5,3166.623,2303.466,15466.525,-395.995,2770.628,467.162,20.281,-2.560,3.020
revenue,Total,Total,2007-03-01,True,False,2011,5,3167.155,2303.466,15466.525,-395.995,2771.160,467.694,20.304,-2.560,3.024
revenue,Total,Total,2008-01-01,False,True,2012,5,3442.269,2449.990,16109.425,-401.323,3040.946,590.956,24.121,-2.491,3.668
revenue,Total,Total,2008-03-01,True,False,2012,5,3463.113,2449.990,16109.425,-408.965,3054.148,604.158,24.660,-2.539,3.750
revenue,Total,Total,2009-01-01,False,True,2013,5,3353.383,2775.106,16687.775,-343.245,3010.138,235.032,8.469,-2.057,1.408
revenue,Total,Total,2009-03-01,True,False,2013,5,3281.402,2775.106,16687.775,-353.680,2927.722,152.616,5.499,-2.119,0.915
revenue,Total,Total,2010-01-01,False,True,2014,5,3465.355,3021.491,17428.100,-247.919,3217.436,195.945,6.485,-1.423,1.124
revenue,Total,Total,2010-03-01,True,False,2014,5,3468.757,3021.491,17428.100,-247.739,3221.018,199.527,6.604,-1.421,1.145
revenue,Total,Total,2011-01-01,False,True,2015,5,3650.945,3249.890,18164.250,-348.454,3302.491,52.601,1.619,-1.918,0.290
revenue,Total,Total,2011-03-01,True,False,2015,5,3642.277,3249.890,18164.250,-348.454,3293.823,43.933,1.352,-1.918,0.242
revenue,Total,Total,2012-01-01,False,True,2016,5,3784.097,3267.965,18641.325,-376.351,3407.746,139.781,4.277,-2.019,0.750
revenue,Total,Total,2012-03-01,True,False,2016,5,3837.804,3267.965,18641.325,-412.866,3424.938,156.973,4.803,-2.215,0.842
revenue,Total,Total,2013-02-01,False,True,2017,5,3765.227,3316.184,19375.175,-74.382,3690.845,374.661,11.298,-0.384,1.934
revenue,Total,Total,2013-05-01,True,False,2017,5,3778.799,3316.184,19375.175,-74.382,3704.417,388.233,11.707,-0.384,2.004
revenue,Total,Total,2014-02-01,False,True,2018,5,3770.315,3329.907,20436.325,-212.820,3557.495,227.588,6.835,-1.041,1.114
revenue,Total,Total,2014-04-01,True,False,2018,5,3763.955,3329.907,20436.325,-212.839,3551.116,221.209,6.643,-1.041,1.082
revenue,Total,Total,2015-01-01,False,True,2019,5,3864.756,3463.364,21286.150,-331.603,3533.153,69.789,2.015,-1.558,0.328
revenue,Total,Total,2015-03-01,True,False,2019,5,3874.484,3463.364,21286.150,-332.361,3542.123,78.759,2.274,-1.561,0.370
revenue,Total,Total,2016-01-01,False,True,2020,5,3916.601,3421.164,21320.225,-838.233,3078.368,-342.796,-10.020,-3.932,-1.608
revenue,Total,Total,2016-03-01,True,False,2020,5,3930.716,3421.164,21320.225,-838.235,3092.481,-328.683,-9.607,-3.932,-1.542
revenue,Total,Total,2017-01-01,False,True,2021,5,4019.021,4047.113,23004.125,-649.503,3369.518,-677.595,-16.743,-2.823,-2.946
revenue,Total,Total,2017-06-01,True,False,2021,5,4011.279,4047.113,23004.125,-649.504,3361.775,-685.338,-16.934,-2.823,-2.979
revenue,Total,Total,2018-04-01,False,True,2022,5,4012.070,4897.338,25517.575,89.251,4101.321,-796.017,-16.254,0.350,-3.119
revenue,Total,Total,2018-05-01,True,False,2022,5,4015.698,4897.338,25517.575,89.251,4104.949,-792.389,-16.180,0.350,-3.105
revenue,Total,Total,2019-01-01,False,True,2023,5,4208.179,4440.945,27330.050,164.559,4372.738,-68.207,-1.536,0.602,-0.250
revenue,Total,Total,2019-05-01,True,False,2023,5,4199.518,4440.945,27330.050,164.560,4364.078,-76.867,-1.731,0.602,-0.281
revenue,Total,Total,2020-01-01,False,True,2024,5,4381.812,4918.104,28828.175,20.374,4402.186,-515.918,-10.490,0.071,-1.790
revenue,Total,Total,2020-03-01,True,False,2024,5,4381.395,4918.104,28828.175,20.014,4401.409,-516.695,-10.506,0.069,-1.792
revenue,Total,Total,1982-02-01,False,True,1987,6,882.000,854.287,4767.650,109.907,991.907,137.620,16.109,2.305,2.887
revenue,Total,Total,1983-02-01,False,True,1988,6,878.000,909.237,5138.550,65.850,943.850,34.613,3.807,1.281,0.674
revenue,Total,Total,1984-02-01,True,True,1989,6,1015.600,991.105,5554.675,43.141,1058.741,67.636,6.824,0.777,1.218
revenue,Total,Total,1985-02-01,True,True,1990,6,1087.634,1031.956,5898.750,28.737,1116.371,84.415,8.180,0.487,1.431
revenue,Total,Total,1986-02-01,True,True,1991,6,1143.649,1054.987,6093.175,48.809,1192.458,137.471,13.031,0.801,2.256
revenue,Total,Total,1987-01-01,False,True,1992,6,1220.186,1091.207,6416.250,38.307,1258.493,167.286,15.330,0.597,2.607
revenue,Total,Total,1987-02-01,True,False,1992,6,1222.454,1091.207,6416.250,38.307,1260.761,169.554,15.538,0.597,2.643
revenue,Total,Total,1988-02-01,False,True,1993,6,1262.201,1154.335,6775.325,36.309,1298.510,144.175,12.490,0.536,2.128
revenue,Total,Total,1988-03-01,True,False,1993,6,1261.284,1154.335,6775.325,36.309,1297.593,143.258,12.410,0.536,2.114
revenue,Total,Total,1989-01-01,True,True,1994,6,1358.724,1258.569,7176.850,62.116,1420.840,162.271,12.893,0.866,2.261
revenue,Total,Total,1990-01-01,True,True,1995,6,1437.663,1351.790,7560.425,81.387,1519.050,167.260,12.373,1.076,2.212
revenue,Total,Total,1991-01-01,False,True,1996,6,1496.364,1453.053,7951.325,50.091,1546.455,93.402,6.428,0.630,1.175
revenue,Total,Total,1991-03-01,True,False,1996,6,1495.413,1453.053,7951.325,50.091,1545.504,92.451,6.363,0.630,1.163
revenue,Total,Total,1992-01-01,False,True,1997,6,1491.612,1579.232,8451.025,62.175,1553.787,-25.445,-1.611,0.736,-0.301
revenue,Total,Total,1992-03-01,True,False,1997,6,1489.916,1579.232,8451.025,63.823,1553.739,-25.493,-1.614,0.755,-0.302
revenue,Total,Total,1993-01-01,False,True,1998,6,1481.641,1721.728,8930.800,49.052,1530.693,-191.035,-11.096,0.549,-2.139
revenue,Total,Total,1993-03-01,True,False,1998,6,1480.469,1721.728,8930.800,49.052,1529.521,-192.207,-11.164,0.549,-2.152
revenue,Total,Total,1994-01-01,True,True,1999,6,1629.926,1827.452,9479.625,-6.794,1623.132,-204.320,-11.181,-0.072,-2.155
revenue,Total,Total,1995-01-01,True,True,2000,6,1697.488,2025.191,10117.075,-14.503,1682.985,-342.206,-16.897,-0.143,-3.382
revenue,Total,Total,1996-05-01,True,True,2001,6,1757.620,1991.082,10525.725,-102.719,1654.901,-336.181,-16.884,-0.976,-3.194
revenue,Total,Total,1997-01-01,False,True,2002,6,1860.246,1853.136,10828.875,-105.059,1755.187,-97.949,-5.286,-0.970,-0.905
revenue,Total,Total,1997-03-01,True,False,2002,6,1860.153,1853.136,10828.875,-105.059,1755.094,-98.042,-5.291,-0.970,-0.905
revenue,Total,Total,1998-01-01,False,True,2003,6,2007.654,1782.314,11278.750,-187.102,1820.552,38.238,2.145,-1.659,0.339
revenue,Total,Total,1998-03-01,True,False,2003,6,2007.599,1782.314,11278.750,-187.102,1820.497,38.183,2.142,-1.659,0.339
revenue,Total,Total,1999-01-01,True,True,2004,6,2184.025,1880.114,12028.425,-270.640,1913.385,33.271,1.770,-2.250,0.277
revenue,Total,Total,2000-01-01,True,True,2005,6,2361.428,2153.611,12839.950,-215.311,2146.117,-7.494,-0.348,-1.677,-0.058
